0	210	277
1	156	346
1	203	199
2	0	119
2	3	217
2	37	119
4	207	102
5	104	117
5	228	348
6	117	264
6	212	314
7	6	104
7	157	91
8	202	186
8	205	33
9	9	316
9	82	210
10	37	207
10	68	218
11	81	230
13	28	12
15	51	62
16	126	192
17	34	2
17	80	241
17	83	232
18	195	213
19	217	59
20	2	305
20	26	147
22	62	94
24	18	105
24	189	283
25	110	91
25	240	129
26	132	16
27	25	317
27	32	278
27	140	175
27	229	215
29	54	339
29	147	171
29	212	251
30	60	233
30	111	242
31	72	223
32	78	266
33	97	155
33	234	86
36	132	115
38	177	347
40	51	130
42	120	271
44	153	102
45	125	10
45	148	134
47	71	252
47	145	101
48	62	169
48	168	124
48	208	313
50	85	23
50	153	290
53	115	142
53	168	271
54	48	339
56	3	124
56	205	248
57	9	232
57	169	159
60	106	248
63	100	179
64	217	49
65	139	273
65	190	329
66	34	161
66	55	30
66	94	214
67	115	103
67	228	163
68	57	212
68	123	111
69	230	74
70	158	349
71	100	307
72	153	91
72	231	331
73	18	142
74	151	76
75	105	92
76	57	273
77	99	296
79	5	76
79	97	288
80	37	349
80	38	350
80	146	185
80	201	237
80	234	133
81	82	215
82	90	334
82	123	56
84	44	254
87	30	244
87	46	195
87	125	216
87	167	318
88	70	74
89	20	213
89	221	100
90	83	206
90	117	76
91	198	320
92	95	273
92	185	29
92	204	140
93	24	192
93	239	164
94	61	250
94	178	203
95	80	215
95	126	140
96	118	260
96	185	246
98	7	103
99	153	200
101	37	65
101	174	44
102	217	8
105	153	258
105	178	50
106	50	241
106	52	180
106	150	76
107	206	55
107	229	217
108	210	210
111	159	293
111	205	116
111	236	28
112	102	216
112	239	5
116	47	217
116	175	179
117	110	328
117	233	6
119	168	316
120	186	13
122	13	259
122	27	86
123	43	50
123	63	239
124	126	51
126	99	203
127	176	143
128	9	67
129	39	89
131	39	40
131	148	109
132	132	114
132	177	231
133	46	243
133	228	281
135	66	326
135	120	188
136	86	340
137	23	285
138	48	103
139	34	347
139	133	262
139	147	259
139	206	66
140	26	315
140	69	90
141	198	15
141	208	262
143	206	299
144	85	28
145	111	62
146	34	334
146	202	139
149	99	249
149	173	121
154	24	264
154	222	83
154	236	340
157	162	291
158	82	14
158	140	232
159	59	221
159	97	23
160	57	100
161	122	330
161	123	342
161	194	80
163	43	166
163	139	290
164	36	47
165	118	33
166	70	232
166	163	311
167	53	135
167	87	49
167	92	341
167	190	85
167	228	171
168	22	275
169	63	127
169	117	341
169	180	308
170	87	116
170	222	339
171	214	5
172	0	295
172	72	181
173	206	119
173	211	129
176	60	11
177	24	221
178	163	1
179	82	314
179	103	347
180	2	188
181	24	161
181	128	308
182	48	237
182	191	203
183	24	144
183	74	136
183	175	249
184	57	168
185	143	202
187	207	270
188	99	70
188	101	295
188	113	222
190	215	69
190	225	58
192	87	294
194	32	149
194	154	114
195	36	314
197	141	213
197	151	332
197	176	65
197	185	124
199	158	261
