0	1	312
0	21	302
0	124	219
0	134	182
0	198	293
1	35	67
1	64	7
1	80	143
1	177	4
1	186	236
1	196	193
2	24	219
2	123	238
3	74	83
3	133	256
3	140	338
4	32	35
4	55	193
4	64	245
4	75	267
4	95	12
4	223	9
4	239	188
5	24	270
5	30	139
5	53	1
5	133	30
5	137	246
5	189	218
5	220	22
6	44	265
6	119	326
6	206	102
7	20	112
7	179	116
7	231	261
8	23	39
8	29	323
8	229	138
9	176	79
9	234	21
10	1	260
10	16	269
10	51	230
10	65	203
10	67	148
10	73	271
10	112	320
10	142	231
10	149	225
10	185	38
10	237	285
11	89	142
11	98	325
11	131	6
11	143	168
11	232	348
12	25	120
12	30	74
12	34	56
12	43	184
12	96	278
12	115	32
12	123	232
12	132	182
12	143	113
13	92	281
13	131	79
13	151	169
13	180	57
13	209	24
14	21	299
14	123	33
14	125	318
14	146	259
15	30	117
15	62	252
15	67	146
15	96	190
15	148	322
15	207	22
15	218	86
16	12	20
16	19	7
16	26	271
16	68	171
16	94	95
16	142	264
16	189	337
16	202	137
17	7	0
17	129	90
17	212	331
17	219	299
18	35	226
18	40	203
18	54	69
18	65	176
18	101	157
18	238	262
19	57	305
19	97	97
19	135	131
19	231	272
20	66	257
20	78	311
21	22	145
21	88	122
21	103	80
21	132	334
22	71	326
22	90	315
22	139	192
22	172	286
22	223	250
23	78	284
23	170	193
23	176	283
23	229	287
23	234	344
24	42	154
24	187	180
24	188	286
24	235	24
26	12	96
26	36	171
26	92	90
26	145	80
27	66	215
27	116	342
28	99	278
28	137	17
28	175	235
28	235	125
29	35	37
29	37	201
29	49	79
29	51	107
29	85	206
29	131	241
29	151	174
29	201	174
30	105	21
30	131	94
30	158	131
31	5	183
31	27	32
31	34	76
31	49	142
31	101	198
31	107	38
31	157	146
32	19	297
32	45	88
32	85	250
32	170	70
32	222	190
33	4	126
33	12	179
33	67	301
33	153	87
33	168	40
33	178	83
33	191	311
34	41	230
34	105	72
34	111	172
35	55	77
35	56	130
35	70	305
35	156	196
36	70	317
36	149	247
36	205	77
36	227	162
36	240	317
37	50	275
37	85	64
37	126	293
37	133	166
37	151	162
37	174	64
37	186	210
38	4	25
38	17	135
38	170	294
38	190	301
39	3	90
39	26	245
39	62	238
39	153	36
39	157	345
39	161	167
39	187	49
39	195	56
40	47	162
40	68	131
40	73	227
40	124	72
40	204	65
40	229	0
40	231	173
40	236	83
41	71	190
41	146	94
41	213	205
41	238	17
42	121	313
42	158	139
42	237	235
43	38	142
43	41	199
43	64	14
43	110	315
43	197	234
43	217	164
44	40	128
44	114	146
44	176	294
45	35	341
45	97	34
45	114	66
45	215	100
45	219	248
46	75	70
46	163	277
46	228	289
47	14	197
47	72	113
47	149	323
47	174	91
48	1	233
48	9	22
48	71	207
48	77	217
48	85	64
48	138	138
48	228	198
49	108	235
49	120	204
49	154	285
49	156	63
49	172	24
49	207	278
49	234	118
49	238	195
50	119	268
50	132	196
51	47	79
51	67	38
51	81	260
51	201	346
52	52	125
52	89	286
52	189	78
53	27	130
53	73	125
53	171	124
53	172	151
53	193	287
53	229	212
53	231	0
54	23	180
54	71	183
54	107	24
54	109	175
54	194	111
54	228	200
55	88	137
55	91	338
55	236	88
56	57	19
56	75	317
56	101	49
56	226	243
57	10	23
57	29	13
57	72	296
57	73	304
57	100	11
57	108	179
57	159	151
58	15	219
58	83	24
58	129	45
58	173	37
58	220	52
59	30	164
59	99	84
59	128	192
59	145	21
59	163	189
60	2	69
60	59	325
60	95	182
60	115	285
60	173	168
61	73	107
61	83	292
61	181	255
61	189	243
62	3	182
62	32	168
62	35	75
62	60	259
62	93	202
62	99	194
62	125	18
62	137	325
62	157	199
62	159	232
62	199	14
63	136	133
63	182	288
64	11	31
64	68	210
64	92	48
64	112	168
64	135	221
64	163	232
64	182	22
64	211	110
65	117	36
65	124	308
65	134	307
66	5	43
66	21	105
66	43	322
66	90	292
66	107	78
66	109	80
66	162	186
66	231	230
67	3	162
67	172	304
68	0	40
68	30	267
68	42	104
68	51	303
68	52	68
68	60	205
68	202	12
69	38	204
69	51	249
69	185	138
69	192	28
70	7	203
70	8	15
70	68	162
70	150	236
71	21	54
71	35	65
71	64	338
71	114	260
71	223	238
72	4	117
72	216	346
72	217	318
73	44	321
73	67	189
74	44	327
74	71	103
74	205	182
75	33	165
75	111	15
75	164	114
76	29	44
76	47	138
76	104	43
76	124	198
76	195	27
76	215	273
76	217	330
77	31	165
78	17	203
78	114	154
78	115	294
79	48	41
79	106	273
79	232	271
80	21	125
80	152	2
80	160	63
80	169	6
80	172	253
80	181	104
80	222	144
81	44	190
81	53	217
81	67	191
82	39	10
82	198	194
82	209	320
83	186	251
83	235	193
84	12	54
84	24	263
84	55	1
84	136	198
84	150	158
84	181	218
85	67	301
86	46	234
86	62	186
86	108	79
86	110	129
86	121	303
86	159	298
86	218	172
86	233	109
87	115	158
87	147	215
88	154	283
88	200	344
89	29	265
89	99	75
89	204	10
89	208	10
90	60	3
90	121	323
90	151	173
90	167	26
90	198	298
90	206	251
91	43	163
91	50	307
91	70	169
91	120	300
91	194	213
92	4	193
92	17	116
92	51	146
92	71	34
92	120	301
92	137	20
92	169	292
92	175	36
93	85	285
93	86	292
93	103	144
93	127	342
93	140	29
93	234	304
94	22	315
94	31	117
94	40	122
94	61	121
94	181	72
94	182	149
94	201	17
94	238	125
95	47	333
95	80	146
95	119	318
95	177	297
95	199	193
96	5	140
96	141	79
96	156	244
97	30	102
97	44	214
97	138	110
97	143	149
97	158	269
97	160	114
97	161	39
97	190	84
97	197	222
98	4	253
98	46	265
98	113	5
98	132	193
98	172	12
98	177	273
98	201	76
99	47	249
100	49	152
100	65	268
100	71	253
100	84	224
100	127	312
101	12	39
101	21	96
101	71	5
101	76	304
101	133	143
101	185	176
101	195	221
102	3	63
102	37	216
102	60	89
102	70	183
102	207	125
103	18	259
103	72	317
103	139	87
104	216	123
105	37	26
105	144	140
105	158	347
106	2	100
106	6	332
106	14	147
106	92	10
106	145	12
106	155	342
106	163	185
107	74	64
107	163	170
107	175	289
107	204	150
107	220	90
108	29	264
108	50	93
108	52	121
108	90	266
108	105	151
108	130	64
108	197	207
108	224	254
108	231	278
109	150	293
109	196	306
110	12	166
110	74	312
110	90	74
110	169	225
110	176	161
111	37	216
111	63	111
111	113	188
111	198	187
112	9	335
112	15	74
112	34	309
112	62	37
112	106	157
112	199	128
113	18	143
113	74	33
113	98	139
113	110	196
113	125	28
113	150	98
113	164	11
113	178	292
113	180	130
114	90	53
114	185	88
115	4	73
115	27	49
115	99	257
115	225	322
116	20	252
116	37	308
116	109	276
116	110	176
116	165	46
116	169	266
116	212	69
117	56	155
117	81	251
117	92	60
117	234	202
118	46	5
118	55	209
118	70	192
118	119	117
118	217	224
119	110	149
119	179	103
119	237	333
120	23	135
120	114	192
121	54	298
121	67	207
121	108	170
121	121	212
121	122	70
121	138	341
121	198	35
122	7	345
122	23	281
122	55	271
122	103	244
122	172	315
122	207	338
123	38	290
123	94	263
123	146	21
123	206	7
124	8	269
124	54	214
124	187	105
124	223	218
125	56	304
125	142	32
125	234	83
126	14	291
126	188	307
127	34	331
127	98	66
127	116	266
127	122	120
127	125	26
127	228	287
128	4	340
128	39	199
128	45	93
128	221	201
128	237	281
129	11	348
129	13	41
129	187	214
129	236	193
130	38	28
130	90	227
130	144	86
130	157	297
130	205	196
130	224	5
131	4	54
131	71	201
131	100	97
131	123	111
131	148	154
131	196	147
131	207	180
132	144	48
132	164	9
132	231	203
133	19	278
133	120	289
133	208	340
134	188	339
134	205	114
134	232	238
135	22	216
135	111	350
135	141	38
135	201	180
136	79	31
136	94	290
136	121	138
136	150	291
137	15	257
137	44	343
137	54	292
137	211	279
137	213	338
138	114	338
138	232	275
139	39	119
139	62	289
139	129	155
139	174	138
139	205	9
140	4	74
140	7	31
140	19	145
140	30	244
140	119	48
140	225	55
140	238	190
141	64	232
141	153	154
142	13	261
142	16	229
142	51	325
142	117	203
142	157	85
142	207	237
143	17	52
143	118	321
143	172	349
143	181	35
143	230	202
144	20	246
144	33	241
144	71	139
144	81	164
144	142	91
144	234	189
145	107	236
145	108	215
145	135	297
146	19	106
146	24	130
146	176	337
147	52	56
147	98	95
147	209	211
147	217	186
147	233	141
147	237	50
148	218	33
149	41	261
149	118	25
149	123	262
149	127	123
149	238	31
150	11	280
150	101	244
150	169	100
150	239	317
151	21	146
151	108	105
151	110	13
151	163	208
151	213	266
152	120	216
152	130	113
152	148	46
152	195	282
152	222	343
153	73	145
153	114	131
153	196	260
154	167	220
155	10	22
155	74	116
155	79	307
155	124	83
156	10	172
156	46	175
156	64	257
156	88	154
156	152	262
156	174	231
156	188	330
157	13	264
157	27	44
157	156	189
158	8	96
158	25	212
158	29	133
158	47	3
158	100	246
158	102	331
158	114	300
158	195	264
158	233	81
159	24	298
159	138	58
160	1	214
160	3	253
160	35	254
161	31	180
161	39	38
161	96	176
161	106	185
161	110	149
161	129	204
161	156	8
161	187	245
162	18	111
162	39	88
162	156	217
162	197	47
162	207	202
162	212	322
162	220	322
163	18	165
163	36	125
163	72	177
163	87	137
163	178	90
163	190	294
164	85	276
165	33	208
165	38	147
165	39	329
166	4	252
166	5	219
166	39	79
166	83	281
166	101	174
166	113	230
166	169	10
166	232	219
166	233	271
167	38	95
167	62	142
167	108	32
167	189	16
167	237	86
168	169	138
168	230	34
169	7	177
169	118	121
169	191	214
170	12	94
170	144	166
171	56	16
171	85	291
172	16	40
172	58	99
172	166	339
172	176	221
172	207	114
173	58	320
173	60	201
173	156	141
173	227	130
174	2	222
174	113	316
174	138	37
174	144	261
174	145	251
174	181	334
175	63	329
175	69	288
175	72	37
175	114	282
175	131	302
176	139	310
176	204	243
176	217	123
176	218	114
176	236	186
176	240	167
177	25	106
177	109	24
177	123	272
177	238	169
178	24	261
178	182	213
178	230	37
179	20	161
179	84	57
179	213	164
179	218	262
180	32	337
180	99	69
180	104	2
180	115	30
180	154	215
180	173	45
180	194	260
181	76	320
181	178	186
181	209	35
181	237	170
182	40	8
182	51	188
182	231	246
183	94	313
183	142	70
183	144	151
184	67	96
184	116	249
184	219	243
185	50	205
185	91	195
185	114	51
185	149	146
186	124	195
186	164	67
186	223	111
187	48	249
187	92	289
187	157	190
187	158	193
187	178	36
188	29	112
188	53	249
188	124	160
188	160	330
188	231	25
189	35	277
189	74	148
189	76	77
189	92	139
190	12	349
190	56	10
